lick_id,label,bout_tag,harvest_tag,velocity_max,deceleration_min,decel_strength,electrode,spike_time,spike_type
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.09000000000014552,SS
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.07799999999951979,SS
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.06199999999989814,SS
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.0500000000001819,SS
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.03899999999975989,SS
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.023999999999432475,SS
24,0,0.0,0.0,345.56502712823504,-482.37571352606204,2879.708559404578,0,-0.01099999999951251,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.09600000000045839,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.09000000000014552,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.07800000000042928,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.068000000000211,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.05500000000029104,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.03600000000005821,SS
25,0,0.0,0.0,270.27954875289436,-423.91793823984574,1422.5239408008938,0,-0.007000000000516593,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.1000000000003638,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.09100000000034925,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.0820000000003347,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.07400000000052387,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.06000000000040018,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.05300000000079308,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.0430000000005748,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.03400000000056025,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.026000000000749424,SS
26,0,0.0,0.0,292.9382173517767,-594.8974009956162,1966.028304369828,0,-0.014000000000123691,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.1000000000003638,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.09400000000005093,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.08899999999994179,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.08100000000013097,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.07600000000002183,SS
27,0,0.0,0.0,342.6598838147467,-471.5160544935677,1631.7137324508922,0,-0.06599999999980355,SS
